,ticker,period,Aktywa ogółem,I. Aktywa trwałe,1. Wartości niematerialne i prawne,2. Rzeczowe składniki majątku trwałego,3. Należności długoterminowe,4. Inwestycje długoterminowe,5. Pozostałe aktywa trwałe,II. Aktywa obrotowe,1. Zapasy,2. Należności krótkoterminowe,3. Inwestycje krótkoterminowe,W tym: środki pieniężne i inne aktywa pieniężne,4. Pozostałe aktywa obrotowe,5. Aktywa trwałe przeznaczone do sprzedaży,Pasywa ogółem,I. Kapitał własny,1. Kapitał (fundusz) podstawowy,2. Udziały (akcje) własne (wielkość ujemna),3. Kapitał (fundusz) zapasowy,4. Zysk (strata) z lat ubiegłych,5. Zysk (strata) netto,6. Udziały niekontrolujące,II. Zobowiązania ogółem,1. Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,2. Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,III. Rozliczenia międzyokresowe,A. Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Zmiana stanu należności,Zmiana stanu zapasów,Zmiana stanu zobowiązań,Zmiana rezerw i pozostałe,Kapitał obrotowy,B. Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),C. Przepływy pieniężne z działalności finansowej,Emisja akcji,Odsetki pozyskane,Odsetki zapłacone,Dywidenda,Przepływy pieniężne razem (A+B+C),Środki pieniężne na koniec okresu,I. Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,II. Zysk (strata) ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,III. EBIT,Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),IV. Zysk (strata) z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,V. Zysk netto,W tym: zysk netto akcjonariuszy jednostki dominującej,Zysk netto na akcję
5011,PDZ,H 12.18,54598.0,19408.0,0.0,9035.0,0.0,0.0,10373.0,35191.0,0.0,2925.0,0.0,32266.0,0.0,0.0,54598.0,37740.0,283808.0,0.0,13118.0,-259186.0,0.0,0.0,16858.0,5309.0,0.0,0.0,0.0,0.0,5309.0,11550.0,1688.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,R22,H 12.18,247325.0,217543.0,179859.0,27625.0,0.0,5926.0,4133.0,29782.0,0.0,13638.0,0.0,13132.0,3012.0,0.0,247325.0,88159.0,284.0,0.0,-79.0,87954.0,0.0,13898.0,145268.0,94892.0,0.0,63421.0,0.0,3453.0,28018.0,50376.0,12193.0,13366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,SKH,H 12.18,93590.0,55493.0,52208.0,857.0,0.0,0.0,2428.0,37507.0,0.0,8113.0,422.0,28972.0,0.0,590.0,93590.0,78562.0,5457.0,-3.0,62010.0,11098.0,0.0,0.0,15028.0,161.0,0.0,0.0,0.0,0.0,161.0,14867.0,610.0,9885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,ABE,H 12.17,2310468.0,266901.0,67961.0,182043.0,0.0,217.0,16680.0,2043567.0,902845.0,890032.0,590.0,246838.0,3262.0,0.0,2310468.0,704766.0,16188.0,0.0,521369.0,167209.0,0.0,0.0,1605702.0,271908.0,0.0,263965.0,0.0,0.0,7943.0,1333794.0,48867.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,AMB,H 12.17,517855.0,181616.0,59242.0,118763.0,0.0,678.0,2933.0,336239.0,107149.0,219086.0,0.0,10004.0,0.0,0.0,517855.0,260880.0,25207.0,0.0,67720.0,167953.0,0.0,35908.0,221067.0,14394.0,320.0,10255.0,0.0,0.0,3819.0,206673.0,8427.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,ATP,H 12.17,171783.0,47959.0,2932.0,44371.0,322.0,334.0,0.0,123824.0,66290.0,56204.0,100.0,1230.0,0.0,0.0,171783.0,66104.0,6092.0,0.0,54235.0,5777.0,0.0,0.0,105679.0,57136.0,0.0,52480.0,0.0,0.0,4656.0,48543.0,5146.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,CLE,H 12.17,279500.0,118862.0,4021.0,109710.0,0.0,31.0,5100.0,160638.0,83833.0,73424.0,0.0,28.0,3352.0,0.0,279500.0,-203141.0,1567.0,0.0,30124.0,-234831.0,0.0,-4031.0,486672.0,77445.0,1222.0,28237.0,0.0,6482.0,41504.0,409227.0,24756.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,HEL,H 12.17,112536.0,32197.0,18.0,31667.0,0.0,0.0,512.0,80339.0,45689.0,33125.0,0.0,1408.0,117.0,0.0,112536.0,73338.0,2500.0,0.0,63224.0,7614.0,0.0,0.0,39198.0,7813.0,0.0,7649.0,0.0,0.0,164.0,31385.0,1364.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,KER,H 12.17,7695114.0,3090444.0,756361.0,2009027.0,0.0,176129.0,148927.0,4604670.0,2790332.0,1146235.0,119819.0,548284.0,119819.0,0.0,7695114.0,3951049.0,7534.0,0.0,-780480.0,4723995.0,0.0,12863.0,3731202.0,1935718.0,0.0,14583.0,1721123.0,15962.0,184049.0,1795484.0,13100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,PDZ,H 12.17,74089.0,17908.0,0.0,8512.0,0.0,0.0,9400.0,56181.0,0.0,3450.0,0.0,52731.0,0.0,0.0,74089.0,37024.0,212610.0,0.0,8710.0,-184297.0,0.0,0.0,37069.0,4752.0,0.0,0.0,0.0,0.0,4752.0,32317.0,2148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,R22,H 12.17,234809.0,154743.0,130131.0,21741.0,0.0,0.0,2871.0,80066.0,0.0,13809.0,0.0,2050.0,64207.0,0.0,234809.0,90886.0,284.0,0.0,0.0,90602.0,0.0,12710.0,131213.0,51251.0,0.0,34663.0,0.0,1799.0,14789.0,79962.0,13327.0,8573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,SKH,H 12.17,106526.0,56166.0,52204.0,1277.0,0.0,1706.0,979.0,50330.0,0.0,12218.0,318.0,37794.0,0.0,30.0,106526.0,92917.0,5457.0,-3.0,61841.0,25622.0,0.0,0.0,13609.0,188.0,0.0,0.0,0.0,52.0,136.0,13421.0,587.0,5110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,ABE,H 12.16,2013873.0,273446.0,68555.0,186598.0,0.0,204.0,18089.0,1740427.0,801374.0,884810.0,754.0,50446.0,3043.0,0.0,2013873.0,629007.0,16188.0,0.0,463760.0,149059.0,0.0,0.0,1384866.0,199822.0,0.0,193486.0,0.0,0.0,6336.0,1185044.0,49877.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,AMB,H 12.16,508371.0,188121.0,60097.0,118756.0,0.0,706.0,8562.0,320250.0,95995.0,217529.0,0.0,6726.0,0.0,0.0,508371.0,253782.0,25207.0,0.0,70939.0,157636.0,0.0,34725.0,219864.0,33546.0,389.0,30072.0,0.0,0.0,3085.0,186318.0,7117.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,ATP,H 12.16,153618.0,49258.0,3001.0,45822.0,0.0,435.0,0.0,104360.0,62601.0,35723.0,100.0,5936.0,0.0,0.0,153618.0,66264.0,6092.0,0.0,58434.0,1738.0,0.0,0.0,87354.0,4978.0,0.0,0.0,0.0,0.0,4978.0,82376.0,7537.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,CLE,H 12.16,314822.0,156577.0,6223.0,145105.0,0.0,33.0,5216.0,158245.0,68733.0,85241.0,0.0,142.0,4129.0,0.0,314822.0,-199298.0,1881.0,0.0,34559.0,-235738.0,0.0,-4514.0,518634.0,119612.0,1513.0,63488.0,0.0,8033.0,46578.0,399023.0,28411.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,HEL,H 12.16,98992.0,31854.0,19.0,31238.0,0.0,0.0,597.0,67138.0,33460.0,30841.0,0.0,2757.0,80.0,0.0,98992.0,62154.0,2500.0,0.0,51878.0,7776.0,0.0,0.0,36838.0,10489.0,0.0,10353.0,0.0,0.0,136.0,26349.0,1308.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,KER,H 12.16,8026546.0,3199242.0,633732.0,2184211.0,0.0,208321.0,172977.0,4827305.0,2691745.0,1725336.0,122245.0,287979.0,0.0,0.0,8026546.0,4550280.0,8906.0,0.0,-761184.0,5302558.0,0.0,13399.0,3462868.0,447478.0,0.0,192988.0,0.0,15376.0,239114.0,3015390.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,PDZ,H 12.16,85935.0,20704.0,0.0,10327.0,0.0,0.0,10377.0,65231.0,0.0,10578.0,0.0,54653.0,0.0,0.0,85935.0,52208.0,214595.0,0.0,12580.0,-174966.0,0.0,0.0,33727.0,4380.0,0.0,0.0,0.0,0.0,4380.0,29347.0,4050.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,R22,H 12.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,SKH,H 12.16,92123.0,54611.0,52109.0,1247.0,0.0,646.0,609.0,36082.0,0.0,8685.0,310.0,27087.0,0.0,1430.0,92123.0,81125.0,5457.0,-3.0,61822.0,13849.0,0.0,0.0,10998.0,336.0,0.0,0.0,0.0,245.0,91.0,10662.0,219.0,3345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,ABE,H 12.15,1978248.0,270924.0,65984.0,190914.0,0.0,193.0,13833.0,1707324.0,860883.0,822818.0,195.0,20502.0,2926.0,0.0,1978248.0,554779.0,16188.0,0.0,406596.0,131995.0,0.0,0.0,1423469.0,208229.0,0.0,202644.0,0.0,0.0,5585.0,1215240.0,45454.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,AMB,H 12.15,509258.0,187158.0,60069.0,115870.0,0.0,660.0,10559.0,322100.0,97002.0,209410.0,0.0,15688.0,0.0,0.0,509258.0,243375.0,25207.0,0.0,69355.0,148813.0,0.0,31845.0,234038.0,17636.0,457.0,13432.0,0.0,0.0,3747.0,216402.0,5451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,ATP,H 12.15,182956.0,43234.0,3073.0,36973.0,0.0,3188.0,0.0,139722.0,71494.0,63529.0,36.0,4663.0,0.0,0.0,182956.0,66454.0,6092.0,0.0,55911.0,4451.0,0.0,0.0,116502.0,70139.0,0.0,68884.0,0.0,0.0,1255.0,46363.0,10134.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,CLE,H 12.15,307855.0,181304.0,7697.0,170107.0,0.0,27.0,3472.0,126552.0,48370.0,74511.0,0.0,550.0,3121.0,0.0,307855.0,-150071.0,1755.0,0.0,30651.0,-182478.0,0.0,-4365.0,462292.0,183141.0,1599.0,126911.0,0.0,8497.0,46134.0,279151.0,25966.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,HEL,H 12.15,111839.0,26528.0,20.0,26188.0,0.0,0.0,320.0,85311.0,37727.0,46268.0,0.0,1266.0,50.0,0.0,111839.0,52647.0,2500.0,0.0,47815.0,2332.0,0.0,0.0,59192.0,8439.0,0.0,8369.0,0.0,0.0,70.0,50753.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,KER,H 12.15,6428919.0,2967216.0,605958.0,1979777.0,0.0,171820.0,209661.0,3453316.0,1806720.0,1193686.0,0.0,452910.0,0.0,8387.0,6428919.0,3592929.0,8208.0,0.0,-496224.0,4080945.0,0.0,6300.0,2829690.0,353459.0,0.0,269679.0,0.0,13946.0,69834.0,2476231.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,PDZ,H 12.15,72650.0,2200.0,0.0,133.0,0.0,0.0,2068.0,70454.0,0.0,1124.0,20227.0,49099.0,0.0,0.0,72650.0,68753.0,201745.0,0.0,10510.0,-143502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3901.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,SKH,H 12.15,91931.0,58860.0,52029.0,1469.0,0.0,4935.0,427.0,26961.0,0.0,8384.0,3015.0,15562.0,0.0,6110.0,91931.0,83381.0,5457.0,0.0,62297.0,15627.0,0.0,0.0,8550.0,596.0,0.0,0.0,0.0,420.0,176.0,7954.0,79.0,2686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,ABE,H 12.14,1635081.0,217658.0,64343.0,143195.0,0.0,174.0,9946.0,1417423.0,600338.0,738680.0,29.0,75477.0,2899.0,0.0,1635081.0,490334.0,16188.0,0.0,353240.0,120906.0,0.0,0.0,1144747.0,129289.0,0.0,124077.0,0.0,0.0,5212.0,1015458.0,36698.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,AMB,H 12.14,524361.0,188654.0,57518.0,118433.0,0.0,317.0,12386.0,335707.0,99279.0,227131.0,0.0,9297.0,0.0,0.0,524361.0,241245.0,25207.0,0.0,69788.0,146250.0,0.0,31149.0,251967.0,28128.0,526.0,24184.0,0.0,0.0,3418.0,223839.0,6255.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,ATP,H 12.14,163513.0,38653.0,1438.0,35338.0,61.0,374.0,1442.0,121560.0,54188.0,61982.0,42.0,5348.0,0.0,3300.0,163513.0,63378.0,6092.0,0.0,50220.0,7066.0,0.0,0.0,100135.0,66028.0,0.0,62801.0,0.0,0.0,3227.0,34107.0,7065.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,CLE,H 12.14,372721.0,252378.0,12191.0,236757.0,0.0,663.0,2767.0,120343.0,33813.0,64178.0,6990.0,1119.0,14243.0,0.0,372721.0,-16926.0,1578.0,0.0,35009.0,-53513.0,0.0,-2943.0,392589.0,279156.0,0.0,208678.0,0.0,11626.0,58851.0,113433.0,18865.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,HEL,H 12.14,91877.0,25434.0,14.0,25151.0,0.0,0.0,269.0,66443.0,29621.0,34709.0,0.0,2040.0,73.0,0.0,91877.0,50822.0,2500.0,0.0,46252.0,2070.0,0.0,0.0,41055.0,7515.0,0.0,7460.0,0.0,0.0,55.0,33540.0,510.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,KER,H 12.14,6783016.0,3334081.0,703095.0,2060462.0,0.0,380829.0,189694.0,3434706.0,2028095.0,1134123.0,0.0,272488.0,0.0,14229.0,6783016.0,3443713.0,7379.0,0.0,286089.0,3150244.0,0.0,-5499.0,3340075.0,697344.0,0.0,548989.0,0.0,30604.0,117751.0,2642731.0,4728.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,PDZ,H 12.14,45478.0,2118.0,0.0,260.0,0.0,0.0,1859.0,43360.0,0.0,1417.0,34763.0,7179.0,0.0,0.0,45478.0,38909.0,122531.0,0.0,23526.0,-107148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6569.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,ABE,H 12.13,1460623.0,160448.0,64710.0,87155.0,0.0,279.0,8304.0,1300175.0,532307.0,704829.0,37.0,60348.0,2654.0,0.0,1460623.0,440190.0,16188.0,0.0,320135.0,103867.0,0.0,0.0,1020433.0,5561.0,0.0,0.0,0.0,0.0,5561.0,1014872.0,36968.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,AMB,H 12.13,536519.0,189112.0,58051.0,127071.0,176.0,505.0,3309.0,347407.0,120133.0,216675.0,0.0,8160.0,2439.0,0.0,536519.0,222486.0,25207.0,0.0,68847.0,128432.0,0.0,28355.0,285678.0,15319.0,596.0,13088.0,0.0,0.0,1635.0,270359.0,5940.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,ATP,H 12.13,147570.0,37888.0,1346.0,35311.0,58.0,132.0,1041.0,106382.0,48686.0,55184.0,22.0,2490.0,0.0,3300.0,147570.0,56738.0,6092.0,0.0,49543.0,1103.0,0.0,0.0,90832.0,4296.0,0.0,581.0,0.0,0.0,3715.0,86536.0,5043.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,CLE,H 12.13,809978.0,530413.0,23442.0,429849.0,60240.0,13834.0,3048.0,279565.0,43093.0,176335.0,33653.0,2816.0,23668.0,0.0,809978.0,289760.0,1355.0,233665.0,-19945.0,74686.0,0.0,470.0,519748.0,293971.0,223.0,198937.0,0.0,0.0,94812.0,225777.0,11403.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,HEL,H 12.13,102994.0,26181.0,35.0,25845.0,0.0,0.0,301.0,76813.0,30011.0,43783.0,0.0,2827.0,192.0,0.0,102994.0,48532.0,2500.0,0.0,42303.0,3729.0,0.0,0.0,54462.0,9116.0,0.0,9073.0,0.0,0.0,43.0,45346.0,825.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,KER,H 12.13,7752376.0,3652770.0,923503.0,2218522.0,0.0,296477.0,214268.0,3999569.0,2298689.0,1579999.0,0.0,120881.0,0.0,100038.0,7752376.0,3894498.0,6337.0,0.0,1163578.0,2724583.0,0.0,34563.0,3776768.0,1081715.0,0.0,954129.0,0.0,45451.0,82134.0,2695053.0,46547.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,PDZ,H 12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,ZAP,H 12.13,3528224.0,2036059.0,46692.0,1890833.0,55.0,38104.0,312.0,1491883.0,334574.0,680429.0,9730.0,434965.0,32185.0,282.0,3528224.0,2495792.0,191150.0,0.0,240627.0,2064015.0,0.0,15242.0,1017190.0,233751.0,2987.0,46192.0,0.0,0.0,184572.0,783439.0,25288.0,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,ABE,H 12.12,1394991.0,163518.0,66988.0,92895.0,0.0,1.0,3634.0,1231473.0,516459.0,690286.0,831.0,20923.0,2974.0,0.0,1394991.0,408471.0,16188.0,0.0,273214.0,119069.0,0.0,141.0,986379.0,5740.0,0.0,0.0,0.0,0.0,5740.0,980639.0,11642.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,AMB,H 12.12,559274.0,189333.0,58848.0,125090.0,659.0,744.0,3992.0,369941.0,108692.0,248354.0,0.0,9177.0,3718.0,0.0,559274.0,215837.0,25207.0,67718.0,1474.0,121438.0,0.0,29223.0,314214.0,53114.0,639.0,49840.0,0.0,0.0,2635.0,261100.0,6257.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,CLE,H 12.12,724693.0,411394.0,25482.0,370232.0,0.0,12119.0,3561.0,313298.0,41144.0,136550.0,71415.0,53880.0,10309.0,0.0,724693.0,417792.0,1395.0,240461.0,-20532.0,196468.0,0.0,1717.0,305184.0,154084.0,1119.0,65333.0,0.0,0.0,87632.0,151099.0,12739.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,HEL,H 12.12,86526.0,27466.0,20.0,27164.0,0.0,0.0,282.0,59060.0,19492.0,38173.0,0.0,1267.0,128.0,0.0,86526.0,43419.0,2500.0,0.0,38253.0,2666.0,0.0,0.0,43107.0,10138.0,0.0,10093.0,0.0,0.0,45.0,32969.0,446.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,KER,H 12.12,8348286.0,3391849.0,684959.0,2254283.0,0.0,288846.0,163761.0,4956437.0,2867127.0,1947029.0,0.0,142281.0,0.0,0.0,8348286.0,3917662.0,6522.0,0.0,1105243.0,2805897.0,0.0,52848.0,4377776.0,1020035.0,0.0,891637.0,0.0,39743.0,88655.0,3357741.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,ZAP,H 12.12,3377661.0,1903518.0,50560.0,1737223.0,37.0,54630.0,252.0,1474143.0,401375.0,598951.0,0.0,473191.0,626.0,0.0,3377661.0,2387263.0,191150.0,0.0,238772.0,1957341.0,0.0,15122.0,975276.0,210220.0,2319.0,45001.0,0.0,0.0,162900.0,765056.0,34804.0,2543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,ABE,H 12.11,1287864.0,169877.0,68350.0,93852.0,0.0,508.0,7167.0,1117987.0,416435.0,684517.0,1.0,14896.0,2138.0,0.0,1287864.0,369784.0,16188.0,0.0,276342.0,77254.0,0.0,141.0,917939.0,6785.0,0.0,0.0,0.0,0.0,6785.0,911154.0,16544.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,AMB,H 12.11,571303.0,203020.0,58777.0,133990.0,1904.0,4399.0,3950.0,368283.0,109519.0,250777.0,0.0,5057.0,2930.0,0.0,571303.0,215538.0,25207.0,0.0,73801.0,116530.0,0.0,30823.0,324942.0,59277.0,340.0,54637.0,0.0,0.0,4300.0,265665.0,7632.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,CLE,H 12.11,538278.0,272295.0,31262.0,218163.0,0.0,11985.0,10884.0,265983.0,39594.0,41607.0,99258.0,79834.0,5690.0,0.0,538278.0,356903.0,1538.0,265115.0,-22507.0,112757.0,0.0,4415.0,176960.0,111527.0,1989.0,22914.0,0.0,0.0,86624.0,65433.0,16530.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,HEL,H 12.11,99172.0,28877.0,70.0,28565.0,0.0,0.0,242.0,70295.0,27714.0,41906.0,0.0,127.0,548.0,0.0,99172.0,41830.0,2500.0,0.0,37219.0,2111.0,0.0,0.0,57342.0,13317.0,13265.0,0.0,0.0,0.0,52.0,44025.0,275.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,KER,H 12.11,7548452.0,3513959.0,728405.0,2317588.0,0.0,0.0,467965.0,4034494.0,1972065.0,1199706.0,0.0,443473.0,419250.0,0.0,7548452.0,3695716.0,7190.0,0.0,1228784.0,2459742.0,0.0,249364.0,3603371.0,1070856.0,0.0,920135.0,0.0,33904.0,116817.0,2532516.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,ZAP,H 12.11,2828396.0,1592687.0,52040.0,1475247.0,45.0,23380.0,0.0,1235705.0,367403.0,522551.0,465.0,345286.0,0.0,4.0,2828396.0,2090403.0,191150.0,0.0,237650.0,1661603.0,0.0,2466.0,735527.0,132638.0,0.0,2662.0,0.0,0.0,129976.0,602889.0,91202.0,1742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,ABE,H 12.10,1146044.0,155333.0,65672.0,83459.0,0.0,697.0,5505.0,990711.0,450023.0,511864.0,0.0,26981.0,1843.0,0.0,1146044.0,312436.0,16295.0,-838.0,223069.0,73910.0,0.0,200.0,833408.0,5970.0,0.0,0.0,0.0,0.0,5970.0,827438.0,16324.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,AMB,H 12.10,528800.0,195860.0,55460.0,127675.0,826.0,5111.0,6788.0,332940.0,91262.0,233768.0,0.0,5700.0,2210.0,0.0,528800.0,205538.0,25207.0,0.0,185504.0,-5173.0,0.0,30032.0,293230.0,30929.0,1667.0,20270.0,0.0,0.0,8992.0,262301.0,6529.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,CLE,H 12.10,349482.0,175605.0,27679.0,124421.0,0.0,9387.0,14118.0,173877.0,81637.0,37179.0,49631.0,2380.0,3050.0,0.0,349482.0,58802.0,113.0,0.0,-19519.0,78208.0,0.0,-839.0,291519.0,111017.0,0.0,48848.0,0.0,0.0,62169.0,180502.0,9784.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,KER,H 12.10,4511129.0,1499470.0,345590.0,1149493.0,0.0,0.0,4387.0,3011659.0,1633954.0,1172883.0,0.0,63986.0,140836.0,0.0,4511129.0,2036701.0,5730.0,0.0,614591.0,1416380.0,0.0,11237.0,2463191.0,617345.0,0.0,510700.0,0.0,16306.0,90340.0,1845846.0,85861.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,ZAP,H 12.10,2049985.0,1294694.0,39426.0,1209117.0,25919.0,20055.0,177.0,755285.0,267375.0,396822.0,1225.0,89863.0,0.0,6.0,2049985.0,1612640.0,191150.0,0.0,237650.0,1183840.0,0.0,1388.0,435956.0,109284.0,37.0,844.0,0.0,0.0,108403.0,326672.0,26619.0,1592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,ABE,H 12.09,781340.0,153129.0,62312.0,86406.0,0.0,1.0,4410.0,628211.0,237042.0,353616.0,381.0,35860.0,1312.0,0.0,781340.0,263722.0,15950.0,-838.0,208808.0,39802.0,0.0,126.0,517492.0,5281.0,0.0,0.0,0.0,0.0,5281.0,512211.0,10512.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,AMB,H 12.09,542338.0,187853.0,45067.0,129879.0,969.0,5282.0,6656.0,354485.0,95570.0,246721.0,5.0,8907.0,3282.0,0.0,542338.0,195268.0,25207.0,0.0,176934.0,-6873.0,0.0,31257.0,315813.0,108518.0,110.0,99286.0,0.0,0.0,9122.0,207295.0,4476.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,KER,H 12.09,2587377.0,1034696.0,221551.0,720234.0,0.0,0.0,92911.0,1552681.0,775236.0,560212.0,0.0,143393.0,73840.0,0.0,2587377.0,1278000.0,5173.0,0.0,354891.0,917936.0,0.0,2414.0,1306962.0,477534.0,0.0,405444.0,0.0,26451.0,45639.0,829429.0,66962.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,ZAP,H 12.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
